
TREESIZE LONG PATH 250 LOCAL DRIVE

Name	Containing Path	Size	Last Modified	Type	Owner	Permissions
Rave Anthems (Hands In The Air) - 10 - Rescue Me (Crazy About Your Love) {Midnight Mix} - Debbie Malone.mp3	M:\0 00 MUSIC ---\04 My Music\02 Singles\#010 ID-TAG\01 MINE\01 TECHNO\Rave Anthems Cd1 & Cd2\Rave Anthems 1 - 01 (hands In The Air) - Various Artists\	4,799.2 KB	31/08/2008 06:02	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
04. Arnold Schoenberg Verklärte Nacht (1899, rev 1917,1943) - ii A tempo (Grave).mp3	M:\0 00 MUSIC ---\04 My Music\00 TOP\#02 - CD-CLASSICAL\Berg + Schoenberg - Berg Violin Concerto + Schoenberg Verklärte Nacht - BBC music - Andrew Davis & Donald Runnicles\	2,660.0 KB	15/07/2010 23:16	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
05. Arnold Schoenberg Verklärte Nacht (1899, rev 1917,1943) - iii Molto rallentando.mp3	M:\0 00 MUSIC ---\04 My Music\00 TOP\#02 - CD-CLASSICAL\Berg + Schoenberg - Berg Violin Concerto + Schoenberg Verklärte Nacht - BBC music - Andrew Davis & Donald Runnicles\	5,489.4 KB	15/07/2010 23:18	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
04. Arnold Schoenberg VerklÃ¤rte Nacht (1899, rev 1917,1943) - ii A tempo (Grave).mp3	M:\0 00 MUSIC ---\04 My Music\00 TOP\#02 - CD-CLASSICAL\Berg + Schoenberg - Berg Violin Concerto + Schoenberg VerklÃ¤rte Nacht - BBC Music - Andrew Davis & Donald Runnicles\	2,661.6 KB	08/08/2010 00:21	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
05. Arnold Schoenberg VerklÃ¤rte Nacht (1899, rev 1917,1943) - iii Molto rallentando.mp3	M:\0 00 MUSIC ---\04 My Music\00 TOP\#02 - CD-CLASSICAL\Berg + Schoenberg - Berg Violin Concerto + Schoenberg VerklÃ¤rte Nacht - BBC Music - Andrew Davis & Donald Runnicles\	5,491.0 KB	08/08/2010 00:21	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
The Jimi Hendrix Experience - Electric Ladyland (Disc 1) - 01 - And The Gods Made Love.mp3	M:\0 00 MOBILE\MOBILE\MOBILE NOKIA - COMMON\My Folder\Music\04 My Music\02 CD\01 MINE MATTHEW'S\Jimi Hendrix\The Jimi Hendrix Experience - Electric Ladyland (disc 1)\	1,315.9 KB	03/10/2007 01:18	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
The Jimi Hendrix Experience - Electric Ladyland (Disc 1) - 07 - All Along The Watchtower.mp3	M:\0 00 MOBILE\MOBILE\MOBILE NOKIA - COMMON\My Folder\Music\04 My Music\02 CD\01 MINE MATTHEW'S\Jimi Hendrix\The Jimi Hendrix Experience - Electric Ladyland (disc 1)\	3,801.2 KB	03/10/2007 01:18	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
The Jimi Hendrix Experience - Electric Ladyland (Disc 1) - 04 - Voodoo Chile.mp3	M:\0 00 MOBILE\MOBILE\MOBILE NOKIA - COMMON\My Folder\Music\04 My Music\00 TOP\#01 FAV MP3 LIST AT MOMENT - 2010-03-09\The Jimi Hendrix Experience - Electric Ladyland (disc 1)\	14,102.0 KB	24/03/2010 10:35	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
Linda Lynda Lancaster The Argus - Site search.url	M:\0 00 MOBILE\MOBILE\MOBILE NOKIA - DAD\My Folder\Documents\My Docs - Lancaster\01 Documents 2005\Favorites\# Matts\A1 Smart Links\b2 Google\Google Search\Argus Newspaper\Search.TheArgus\Drugs Courts Killers\	0.2 KB	13/02/2006 04:06	.url (Internet Shortcut)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00-----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\FILM POSTERS AND CASTS\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02-----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\FILM POSTERS AND CASTS\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Melissa Joan Hart\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Melissa Joan Hart\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00-----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Tiffani Amber Thiessen\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02-----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Tiffani Amber Thiessen\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\SYLVESTER STALLONE\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\SYLVESTER STALLONE\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\SARAH MICHELLE GELLAR\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\SARAH MICHELLE GELLAR\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\LORD OF THE RINGS\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\LORD OF THE RINGS\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\LEONARDO DICAPRIO\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\LEONARDO DICAPRIO\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\KIEFER SUTHERLAND\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\KIEFER SUTHERLAND\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\KATHERINE HEPBURN\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\KATHERINE HEPBURN\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JENNIFER LOVE HEWITT\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JENNIFER LOVE HEWITT\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JEAN CLAUDE VAN DAMME\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JEAN CLAUDE VAN DAMME\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JACQUELINE BISSET\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JADA PINKETT SMITH\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JACQUELINE BISSET\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\JADA PINKETT SMITH\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\HELENA BONHAM CARTER\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\HELENA BONHAM CARTER\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Victoria Silvstedt\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\Victoria Silvstedt\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\ERIKA CHRISTENSEN\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\ERIKA CHRISTENSEN\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\COLEMAN FERNANDES\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\COLEMAN FERNANDES\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\CATHERINE ZETA-JONES\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\CATHERINE ZETA-JONES\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\CALISTA FLOCKHART\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\CALISTA FLOCKHART\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\BILLY BOB THORNTON\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02----------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\BILLY BOB THORNTON\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\BARBERA STREISAND\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\BARBERA STREISAND\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\ARNOLD SCHWARZENEGGER\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#02------------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\ARNOLD SCHWARZENEGGER\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
0#00---------------------------------------------------------------------------------------------------------------------------------------^.mp3	M:\0 00 Art\# 00 My Pictures - LARGE COUNT\A\EC8374F8--090822_1319\AUTOGRAPHS & MOVIE POSTERS\AMERICAN FOOTBALL\	0.0 KB	09/11/2010 09:28	.mp3 (MP3 Format Sound)	Everyone	Everyone: full   S-1-5-21--1983841873-494732241--1496701705-1000: full   SYSTEM: full   
